City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ostrovnoy,100,RU,1615717514,90,68.0531,39.5131,21.49,13.71
Corn Island,17,NI,1615717514,77,12.1694,-83.0418,78.82,17.78
Vestmannaeyjar,0,IS,1615717514,80,63.4427,-20.2734,32.0,2.3
Hobyo,63,SO,1615717514,65,5.3505,48.5268,84.79,16.51
Liverpool,75,GB,1615717514,87,53.4106,-2.9779,46.4,23.02
Byron Bay,42,AU,1615717369,83,-28.65,153.6167,77.0,12.66
Pevek,100,RU,1615717515,96,69.7008,170.3133,-4.32,6.17
Verkhnevilyuysk,100,RU,1615717515,91,63.4453,120.3167,13.23,7.29
Craig,90,US,1615717515,93,40.5153,-107.5464,30.2,3.44
Lebanon,90,US,1615717478,82,36.2081,-86.2911,52.0,5.64
Robertson,90,US,1615717516,62,36.5167,-86.8667,51.01,7.54
Namwala,42,ZM,1615717516,71,-15.7504,26.4384,76.46,7.99
Quang Ngai,11,VN,1615717296,77,15.1167,108.8,77.68,6.06
Mitzic,64,GA,1615717516,60,0.7821,11.549,83.8,4.56
Pemangkat,100,ID,1615717517,82,1.1667,108.9667,80.85,8.93
Greenville,1,US,1615717517,81,35.6127,-77.3663,46.4,5.06
Saint-Pierre,90,RE,1615717517,70,-21.3393,55.4781,84.2,23.02
Grand Forks,1,US,1615717517,86,47.9417,-97.4337,19.4,5.75
Karratha,100,AU,1615717518,62,-20.7377,116.8463,86.54,15.77
Fort Nelson,90,CA,1615717518,77,58.8053,-122.7002,-4.0,11.5
Gaoual,63,GN,1615717518,37,11.75,-13.2,90.03,1.36
Mar del Plata,0,AR,1615717518,82,-38.0023,-57.5575,64.99,5.75
Beloha,0,MG,1615717518,41,-25.1667,45.05,89.64,15.23
Tilichiki,84,RU,1615717519,87,60.4667,166.1,-2.52,9.4
Tautira,0,PF,1615717519,78,-17.7333,-149.15,80.01,3.44
Hamilton,1,US,1615717519,93,39.1834,-84.5333,37.0,1.19
Santiago del Estero,100,AR,1615717519,65,-27.7951,-64.2615,69.58,6.29
Lixouri,40,GR,1615717520,63,38.2019,20.4314,62.6,6.91
Bay Roberts,90,CA,1615717520,93,47.5999,-53.2648,26.6,19.57
Bethel,90,US,1615717521,33,41.3712,-73.414,39.2,8.05
Alta Floresta,100,BR,1615717521,97,-9.8756,-56.0861,69.64,0.56
Thompson,20,CA,1615717521,71,55.7435,-97.8558,-7.6,3.44
Burnie,54,AU,1615717522,77,-41.0667,145.9167,51.01,1.99
Waipawa,20,NZ,1615717522,77,-41.4122,175.5153,62.01,21.85
Kholm-Zhirkovskiy,100,RU,1615717522,99,55.5189,33.4731,35.71,12.33
Vysokogornyy,2,RU,1615717522,88,50.1167,139.15,27.68,3.96
Lakes Entrance,3,AU,1615717523,76,-37.8811,147.981,54.0,2.77
Bathsheba,40,BB,1615717523,73,13.2167,-59.5167,77.0,12.66
San Patricio,90,US,1615717523,94,28.017,-97.5169,73.4,25.32
Bubaque,80,GW,1615717523,57,11.2833,-15.8333,78.01,6.22
Ambon City,75,ID,1615717524,94,-3.6954,128.1814,75.2,6.91
Westport,90,US,1615717524,60,41.1415,-73.3579,39.99,3.44
Bekhtery,75,UA,1615717524,66,46.251,32.2927,48.2,13.42
Amahai,76,ID,1615717524,86,-3.3333,128.9167,81.0,3.0
Fairlie,75,GB,1615717525,81,55.756,-4.8556,45.0,16.11
Presidencia Roque Sáenz Peña,50,AR,1615717525,68,-26.7852,-60.4388,69.01,1.01
Gondanglegi,96,ID,1615717525,86,-7.7479,112.0132,81.48,1.5
Hendek,0,TR,1615717525,39,40.7994,30.7481,64.4,4.61
Port Blair,3,IN,1615717526,56,11.6667,92.75,87.53,7.27
Qasigiannguit,90,GL,1615717526,56,68.8193,-51.1922,10.4,13.8
Ixtapa,0,MX,1615717526,85,20.7,-105.2,66.0,1.88
Voh,100,NC,1615717527,83,-20.9667,164.7,74.43,5.44
Anori,100,BR,1615717528,98,-3.7728,-61.6442,70.84,3.22
Belmonte,75,BR,1615717528,88,-15.8631,-38.8828,71.6,5.75
Yakovlevo,75,RU,1615717528,93,50.8603,36.4478,37.4,11.18
Tura,7,IN,1615717528,26,25.5198,90.2201,86.77,7.85
Bridlington,20,GB,1615717528,71,54.0831,-0.1919,48.0,17.27
Nouadhibou,0,MR,1615717331,46,20.931,-17.0347,69.8,12.66
Gweta,15,BW,1615717529,38,-20.1833,25.2333,83.14,8.57
Arrifes,40,PT,1615717529,94,37.7667,-25.7,60.8,16.11
Haines Junction,58,CA,1615717529,70,60.7522,-137.5108,-9.4,1.14
Hokitika,34,NZ,1615717530,86,-42.7167,170.9667,56.16,3.6
Vanimo,73,PG,1615717531,87,-2.6741,141.3028,79.47,7.72
Orlik,49,RU,1615717531,69,52.5178,99.825,1.02,5.48
Teguise,40,ES,1615717531,73,29.0605,-13.564,68.0,12.66
Valle de Allende,94,MX,1615717531,19,26.9333,-105.4,38.93,2.62
Artvin Province,0,TR,1615717532,50,41.1667,41.8333,55.4,9.22
Husavik,90,IS,1615717532,86,66.0449,-17.3389,23.0,6.91
Camapuã,43,BR,1615717532,87,-19.5314,-54.0439,69.53,2.66
Hofn,100,IS,1615717533,95,64.2539,-15.2082,32.41,8.48
Sydney,75,AU,1615717301,82,-33.8679,151.2073,62.6,19.57
Atasū,100,KZ,1615717533,82,48.6814,71.6433,15.35,11.3
Ponta Delgada,40,PT,1615717533,94,37.7333,-25.6667,60.8,16.11
Tegul'det,100,RU,1615717533,89,57.3064,88.1667,11.39,8.97
Meulaboh,77,ID,1615717534,72,4.1363,96.1285,83.25,5.06
Estelle,1,US,1615717534,100,29.8458,-90.1067,68.0,5.75
Cravo Norte,83,CO,1615717534,69,6.3017,-70.2041,77.9,5.7
Porto Belo,40,BR,1615717534,89,-27.1578,-48.5531,78.8,8.05
Bassar,75,TG,1615717535,69,9.25,0.7833,87.8,4.52
Kununurra,87,AU,1615717535,84,-15.7667,128.7333,84.2,8.05
São José da Coroa Grande,95,BR,1615717535,69,-8.8978,-35.1478,79.25,8.59
Gurupi,100,BR,1615717535,95,-11.7292,-49.0686,71.69,2.1
Half Moon Bay,90,US,1615717535,71,37.4636,-122.4286,48.99,5.75
Calvinia,54,ZA,1615717536,29,-31.4707,19.776,84.61,15.1
Lavrentiya,100,RU,1615717536,95,65.5833,-171.0,12.52,11.92
Foam Lake,0,CA,1615717537,69,51.65,-103.5343,32.0,14.97
Vao,56,NC,1615717537,77,-22.6667,167.4833,77.2,20.2
Cayenne,75,GF,1615717537,94,4.9333,-52.3333,75.99,1.14
Buchanan,75,LR,1615717537,94,5.8808,-10.0467,78.8,3.44
Pacific Grove,50,US,1615717538,76,36.6177,-121.9166,48.99,4.12
Pando,0,UY,1615717538,94,-34.7167,-55.95,53.6,3.44
Paita,91,PE,1615717538,76,-5.0892,-81.1144,75.29,9.82
Dwārka,0,IN,1615717538,37,22.2394,68.9678,87.6,10.45
Oistins,40,BB,1615717538,73,13.0667,-59.5333,77.0,12.66
Tianpeng,100,CN,1615717327,1,30.9866,103.9393,66.0,7.25
Hirtshals,75,DK,1615717539,93,57.5881,9.9592,44.01,8.05
Altamira,40,BR,1615717539,100,-3.2033,-52.2064,71.6,0.92
San Jose,90,US,1615717476,66,37.3394,-121.895,48.2,2.13
Puerto Ayacucho,95,VE,1615717540,81,5.6639,-67.6236,74.46,2.35
Abatskiy,16,RU,1615717540,88,56.2875,70.4555,19.27,11.65
Iskateley,96,RU,1615717541,93,67.6803,53.1512,17.94,5.46
Sikasso,36,ML,1615717541,9,10.9167,-7.0,88.18,7.16
Grand Haven,1,US,1615717541,86,43.0631,-86.2284,36.0,8.75
Nabire,99,ID,1615717541,81,-3.3667,135.4833,79.23,1.03
Margate,0,GB,1615717542,60,51.3813,1.3862,48.99,10.0
Lázaro Cárdenas,0,MX,1615717542,82,17.9583,-102.2,69.64,5.08
Garhi Khairo,0,PK,1615717543,11,28.0606,67.9803,98.1,2.3
Ganzhou,48,CN,1615717543,77,28.8184,115.4327,66.83,2.35
Alice Town,72,BS,1615717543,70,25.7167,-79.3,72.37,9.46
Port Augusta,0,AU,1615717543,55,-32.5,137.7667,62.6,14.97
Bhag,0,PK,1615717544,16,29.0415,67.8239,91.9,4.74
Hambantota,40,LK,1615717544,66,6.1241,81.1185,89.6,14.97
Kyzyl-Suu,94,KG,1615717544,57,42.3414,78.0056,48.94,7.78
Adelanto,0,US,1615717544,82,34.5828,-117.4092,41.0,8.01
Triunfo,90,BR,1615717544,100,-29.9433,-51.7181,71.01,2.3
Puerto Colombia,0,CO,1615717545,78,10.9878,-74.9547,76.96,21.47
Nara,20,JP,1615717358,58,34.6851,135.8049,53.6,3.44
Rundu,0,NA,1615717545,43,-17.9333,19.7667,84.83,9.57
Nome,90,US,1615717545,85,64.5011,-165.4064,12.2,25.32
Oranjestad,20,AW,1615717546,78,12.524,-70.027,78.8,11.5
Qingyuan,75,CN,1615717546,69,23.7,113.0333,77.0,4.47
Bilma,3,NE,1615717546,7,18.6853,12.9164,93.27,11.45
Wanaka,97,NZ,1615717546,80,-44.7,169.15,56.19,7.83
Jiayuguan City,2,CN,1615717548,7,39.8167,98.3,67.33,9.64
Plettenberg Bay,99,ZA,1615717548,72,-34.0527,23.3716,72.41,6.53
San Severo,20,IT,1615717548,55,41.6897,15.376,60.8,18.41
Isangel,90,VU,1615717548,94,-19.55,169.2667,75.2,11.36
Bang Sai,20,TH,1615717549,62,14.2124,100.4966,91.0,10.36
Puerto Carreño,93,CO,1615717549,75,6.189,-67.4859,74.26,4.5
Rock Sound,6,BS,1615717549,74,24.9,-76.2,72.23,10.6
Lerwick,75,GB,1615717549,87,60.1545,-1.1494,42.8,35.68
Borogontsy,92,RU,1615717549,92,62.6683,131.1683,7.61,2.66
Macomer,20,IT,1615717550,59,40.262,8.7699,60.8,12.66
Faya,6,SA,1615717550,23,18.3851,42.4509,75.2,12.66
Provideniya,100,RU,1615717550,93,64.3833,-173.3,17.22,11.14
Chilliwack,96,CA,1615717550,61,49.1747,-121.9443,46.4,14.97
Grand Gaube,96,MU,1615717551,82,-20.0064,57.6608,80.01,7.0
Gold Coast,75,AU,1615717264,78,-28.0,153.4333,79.0,14.97
La Grande,46,US,1615717552,83,45.3246,-118.0877,36.0,3.89
Micheweni,0,TZ,1615717552,56,-4.9667,39.8333,87.69,0.83
Kabanjahe,40,ID,1615717552,74,3.1001,98.4908,86.0,11.5
Sarankhola,0,BD,1615717552,19,22.3082,89.7897,94.89,10.96
Guane,6,CU,1615717553,91,22.2025,-84.0875,65.89,8.37
Strezhevoy,0,RU,1615717553,43,60.7333,77.5889,26.6,8.95
Yumbe,38,UG,1615717553,21,3.4651,31.2469,94.93,5.59
Havre-St-Pierre,20,CA,1615717553,55,50.2334,-63.5986,3.2,11.5
Tonkino,100,RU,1615717554,90,57.3726,46.4629,26.38,12.68
Berlevåg,82,NO,1615717554,79,70.8578,29.0864,27.3,7.87
Sitka,40,US,1615717554,63,57.0531,-135.33,26.6,6.91
Hamamatsu,0,JP,1615717420,43,34.7,137.7333,54.0,17.0
Fatick,0,SN,1615717554,29,14.3581,-16.5858,80.6,4.61
Labuhan,42,ID,1615717555,77,-6.8844,112.2051,82.71,8.57
Broome,75,US,1615717555,60,42.2506,-75.833,36.0,8.05
Warmbad,0,NA,1615717555,26,-28.45,18.7333,93.76,17.65
Buin,36,CL,1615717556,87,-33.7333,-70.75,63.0,4.61
Grodzisk Mazowiecki,87,PL,1615717556,99,52.1039,20.6337,48.99,21.5
Elmadağ,40,TR,1615717556,32,39.9208,33.2308,53.6,4.61
Sangar,100,RU,1615717556,94,63.9242,127.4739,8.11,2.59
Kokkola,90,FI,1615717557,93,63.8385,23.1307,37.0,2.3
Bethanien,11,NA,1615717557,17,-26.502,17.1583,88.07,3.49
Tarrafal,0,CV,1615717557,27,15.2833,-23.7667,78.8,12.66
Morón,0,AR,1615717557,66,-34.6534,-58.6198,71.01,6.26
Kalundborg,10,DK,1615717558,84,55.6795,11.0886,44.01,13.0
Bosaso,0,SO,1615717558,78,11.2842,49.1816,80.6,17.27
Jimo,29,CN,1615717558,58,36.3897,120.4622,52.0,13.42
Srandakan,100,ID,1615717558,76,-7.9386,110.2506,82.31,5.32
Goderich,0,CA,1615717558,80,43.7501,-81.7165,33.8,6.91
Hirado,20,JP,1615717504,71,33.3597,129.5531,55.4,10.36
Astorga,0,BR,1615717559,73,-23.2325,-51.6656,73.4,3.44
Port Macquarie,90,AU,1615717559,100,-31.4333,152.9167,66.2,11.5
Namatanai,5,PG,1615717559,73,-3.6667,152.4333,79.77,3.04
Goya,61,AR,1615717560,65,-29.14,-59.2626,69.78,2.68
Kantunilkín,40,MX,1615717560,94,21.0917,-87.45,71.6,4.61
Republic,75,US,1615717560,87,37.12,-93.4802,51.8,14.97
Paraná,10,AR,1615717560,65,-31.732,-60.5238,69.01,1.99
Hong Kong,43,HK,1615717365,76,22.2855,114.1577,72.0,11.92
Halifax,100,CA,1615717472,63,44.6453,-63.5724,26.6,4.61
Wamba,99,NG,1615717561,39,8.9333,8.6,91.78,6.58
College,1,US,1615717561,76,64.8569,-147.8028,-5.8,4.61
Gizo Government Station,22,SB,1615717561,70,-8.103,156.8419,83.39,3.6
Superior,1,US,1615717562,55,46.7208,-92.1041,35.6,6.91
Bowen,51,AU,1615717562,83,-20.0167,148.2333,77.0,9.84
Khorramshahr,0,IR,1615717562,33,30.4397,48.1664,71.6,6.91
Saint Joseph,90,US,1615717563,87,39.7686,-94.8466,46.99,12.66
Rehoboth,64,NA,1615717563,26,-23.3167,17.0833,86.13,9.71
Gillette,90,US,1615717564,87,44.2911,-105.5022,39.99,10.36
Danielskuil,9,ZA,1615717564,25,-28.1887,23.5395,83.61,13.15
Arman',100,RU,1615717564,86,59.7,150.1667,1.27,3.33
Kumul,100,CN,1615717564,21,42.8,93.45,65.53,13.02
Garissa,36,KE,1615717566,37,-0.4536,39.6401,92.12,7.74
Iporá,100,BR,1615717566,91,-16.4419,-51.1178,69.73,1.14
Loíza,40,PR,1615717566,78,18.4313,-65.8802,75.2,5.75
Sungai Raya,64,ID,1615717566,78,0.7,108.9,81.7,7.83
Ittiri,20,IT,1615717567,59,40.5929,8.5684,60.8,12.66
Eyl,0,SO,1615717567,51,7.9803,49.8164,87.03,18.03
Arti,38,RU,1615717567,75,56.4234,58.5328,23.18,15.9
Guiyang,20,CN,1615717492,64,26.5833,106.7167,69.8,13.42
Luanda,40,AO,1615717567,62,-8.8368,13.2343,87.8,8.05
Champerico,8,GT,1615717568,95,14.3,-91.9167,59.0,6.87
Deyang,100,CN,1615717568,1,31.1302,104.382,66.0,6.13
Damietta,40,EG,1615717568,59,31.4165,31.8133,64.4,9.22
Binon-an,36,PH,1615717568,85,11.3947,123.1426,79.36,8.88
Rawson,25,AR,1615717569,67,-43.3002,-65.1023,58.1,8.63
Ormara,100,PK,1615717569,57,25.2088,64.6357,78.13,13.24
Bondo,75,CD,1615717569,38,3.8146,23.6866,94.8,3.6
Zonguldak,4,TR,1615717569,42,41.25,31.8333,58.46,3.18
Bedēsa,5,ET,1615717570,23,8.9,40.7833,82.18,8.77
Rizhao,3,CN,1615717359,73,35.4275,119.4553,49.03,10.25
Tabuk,28,PH,1615717571,90,17.4189,121.4443,73.0,7.67
Boden,90,SE,1615717571,93,65.8252,21.6886,26.6,3.44
Jumla,12,NP,1615717571,36,29.2747,82.1838,62.35,8.21
Nynäshamn,100,SE,1615717572,96,58.9034,17.9479,39.99,3.0
Chimbote,99,PE,1615717572,79,-9.0853,-78.5783,71.56,3.53
Chunhuhub,5,MX,1615717572,99,19.55,-88.6833,64.06,1.21
Anshun,50,CN,1615717533,76,26.25,105.9333,65.08,21.27
Kajaani,90,FI,1615717573,75,64.2273,27.7285,33.8,6.91
Changde,62,CN,1615717573,71,29.0464,111.6783,72.45,6.31
Esim,100,GH,1615717422,87,4.8699,-2.2405,78.91,7.27
Mehamn,61,NO,1615717573,82,71.0357,27.8492,26.73,8.86
Nyagan,100,RU,1615717573,83,62.1406,65.3936,24.13,10.96
Coffs Harbour,75,AU,1615717574,94,-30.3,153.1333,68.0,17.27
Arrondissement d'Arcachon,20,FR,1615717574,62,44.5875,-1.0519,53.6,14.97
Taozhuang,19,CN,1615717574,67,34.85,117.3333,60.19,10.02
Crixás,100,BR,1615717574,93,-14.5489,-49.9692,71.49,1.54
Kinsale,75,IE,1615717575,81,51.7075,-8.5306,48.0,10.36
Nerópolis,75,BR,1615717575,94,-16.4064,-49.2186,69.8,2.3
Zhezkazgan,100,KZ,1615717576,75,47.8043,67.7144,13.41,12.95
High Level,20,CA,1615717576,85,58.5169,-117.136,6.8,11.5
Dīr,97,PK,1615717576,91,35.2058,71.8756,49.91,0.58
Mogadishu,75,SO,1615717576,66,2.0371,45.3438,86.0,12.66
Mormugao,20,IN,1615717577,66,15.4,73.8,87.8,11.5
Honiara,85,SB,1615717577,86,-9.4333,159.95,78.08,1.16
Makkah al Mukarramah,0,SA,1615717577,23,21.4267,39.8261,93.61,10.6
Marzuq,25,YE,1615717577,8,14.4,46.4667,88.21,7.49
Rolla,90,US,1615717577,61,37.9514,-91.7713,48.2,13.8
Calama,0,CL,1615717578,81,-22.4667,-68.9333,50.0,13.8
Tres Arroyos,0,AR,1615717579,61,-38.3739,-60.2798,57.94,3.02
Phuntsholing,53,BT,1615717579,39,26.8516,89.3884,81.68,3.04
Itacoatiara,100,BR,1615717579,96,-3.1431,-58.4442,73.11,0.27
Buala,81,SB,1615717579,75,-8.145,159.5921,79.83,3.27
Tailai,41,CN,1615717580,40,46.3833,123.4,50.86,21.65
Nimāparha,40,IN,1615717580,38,20.0667,86.0167,93.2,4.61
Cockburn Town,0,TC,1615717580,75,21.4612,-71.1419,74.01,15.77
Russell,1,US,1615717580,93,32.3502,-85.1999,59.0,3.44
Dalby,90,AU,1615717580,88,-27.1833,151.2667,71.6,6.91
Whitehorse,90,CA,1615717581,78,60.7161,-135.0538,-2.0,5.75
Cape Canaveral,1,US,1615717581,82,28.4058,-80.6048,63.0,4.61
Sertanópolis,40,BR,1615717581,83,-23.0586,-51.0364,73.4,3.83
Balabac,100,PH,1615717581,79,7.9868,117.0645,80.98,8.34
Khandyga,96,RU,1615717582,95,62.6667,135.6,7.57,2.64
Otane,27,NZ,1615717582,91,-39.8833,176.6333,62.01,1.59
Hermiston,1,US,1615717582,80,45.8404,-119.2895,33.8,3.44
Povenets,100,RU,1615717582,99,62.8487,34.8262,33.22,7.72
Cabo San Lucas,79,MX,1615717582,31,22.8909,-109.9124,55.99,5.88
Rāzole,0,IN,1615717583,36,16.4833,81.8333,96.8,6.91
Bella Union,0,UY,1615717584,84,-30.2752,-57.6007,67.5,7.07
Deputatsky,77,RU,1615717584,86,69.3,139.9,-24.12,1.23
Pangody,75,RU,1615717584,89,65.85,74.4859,14.02,11.59
Matane,100,CA,1615717584,64,48.8286,-67.522,14.0,9.84
Pangai,39,TO,1615717584,68,-19.8,-174.35,80.22,1.92
Kieta,99,PG,1615717585,74,-6.2167,155.6333,79.68,0.74
Boralday,90,KZ,1615717585,93,43.3578,76.8594,30.2,4.47
Poções,69,BR,1615717585,89,-14.5297,-40.3653,65.66,3.56
Santa Rosa,75,PH,1615717585,74,14.3122,121.1114,82.4,4.61
Buarcos,0,PT,1615717586,58,40.166,-8.8768,57.2,12.66
Ojinaga,1,MX,1615717586,30,29.5667,-104.4167,41.0,3.44
Tezu,12,IN,1615717586,29,27.9167,96.1667,87.19,4.7
Uyemskiy,75,RU,1615717586,80,64.4743,40.8524,30.2,4.47
Brae,75,GB,1615717587,87,60.3964,-1.353,42.8,35.68
Bānapur,4,IN,1615717587,48,19.7833,85.1833,86.27,11.65
Pāsighāt,79,IN,1615717587,40,28.0667,95.3333,83.1,3.15
Entre Rios,22,BR,1615717588,76,-11.9419,-38.0844,74.97,4.09
Boa Vista,75,BR,1615717588,88,2.8197,-60.6733,75.2,2.3
Nhulunbuy,72,AU,1615717588,74,-12.2333,136.7667,82.4,5.75
Coahuayana Viejo,0,MX,1615717589,49,18.7333,-103.6833,69.13,3.67
Paamiut,100,GL,1615717589,68,61.994,-49.6678,23.63,4.43
Nanjing,1,CN,1615717589,59,32.0617,118.7778,64.4,8.95
Dafeng,47,CN,1615717589,58,23.4517,108.5881,80.24,10.45
Camacha,75,PT,1615717590,67,33.0833,-16.3333,60.8,13.8
Lazarev,9,RU,1615717590,88,52.225,141.5131,28.67,14.85
Northborough,0,US,1615717590,53,42.3195,-71.6412,34.0,9.46
Moose Factory,90,CA,1615717590,71,51.2585,-80.6094,1.4,12.66
La Crosse,1,US,1615717590,86,43.8014,-91.2396,37.4,3.44
